company_id,employee_count,follower_count,time_recorded
35513424,173,487306,1692830775.0
33264,1501,40895,1692830775.0
1267359,534,3335,1692830775.0
42763316,2,523,1692830775.0
26792,745,35821,1692830775.0
5234457,122,73931,1692830775.0
97696,20,537,1692830775.0
164376,6541,304819,1692830775.0
1486134,797,10067,1692830775.0
11243687,131,26551,1692830775.0
1759010,97,43036,1692830775.0
8211,68212,246149,1692830775.0
6627430,15,320,1692830775.0
3711385,228,3344,1692830775.0
14113,811,47180,1692830775.0
84813880,19,1103,1692830775.0
19520,2598,184366,1692830775.0
165464,4886,309483,1692830824.0
670462,280,33089,1692830824.0
10500736,25,122,1692830824.0
166572,27561,411577,1692830824.0
11301702,36,1882,1692830824.0
28178724,4,136,1692830824.0
20167,809,20889,1692830824.0
34704,5413,27171,1692830824.0
19540,11563,42180,1692830824.0
218019,1182,6697,1692830824.0
15283,14233,140328,1692830824.0
9201883,152,58590,1692830824.0
5968,2963,41372,1692830824.0
4235104,639,13105,1692830824.0
5061855,392,1734,1692830824.0
43577,319,27124,1692830824.0
828170,135,69746,1692830824.0
1003064,59,50133,1692830824.0
7655,8537,159103,1692830824.0
508963,4663,75106,1692830824.0
1681,32197,2609804,1692830824.0
3711385,228,3344,1692830824.0
10089202,403,12107,1692830872.0
2910116,323,2161,1692830872.0
2985733,831,336576,1692830872.0
35135,180,75503,1692830872.0
2646,414726,4496677,1692830872.0
30238039,9,13502,1692830872.0
12770,30894,952694,1692830872.0
10854663,26,23294,1692830872.0
157237,12746,364714,1692830872.0
20489,550,17484,1692830872.0
15630448,18,173,1692830872.0
701854,5708,54463,1692830872.0
18861876,126,3951,1692830872.0
2297840,624,71183,1692830872.0
11056,13096,1712131,1692830872.0
564726,348,8917,1692830872.0
2560251,38,258,1692830872.0
14631354,305,40970,1692830872.0
11056,13096,1712131,1692830872.0
20489,550,17484,1692830872.0
1042451,265,1793,1692830872.0
956827,7,7515,1692830872.0
30186,168,2043,1692830921.0
3559874,7,9737,1692830921.0
22208562,2173,63437,1692830921.0
166551,32783,285641,1692830921.0
27219414,54,602,1692830921.0
18425303,84186,265192,1692830921.0
784586,67,1504,1692830921.0
3334,14310,197616,1692830921.0
65384923,6,21810,1692830921.0
11618,3916,62011,1692830921.0
240179,1727,10464,1692830921.0
34434,402,12502,1692830921.0
77499,76,5422,1692830921.0
166340,9985,273661,1692830921.0
35471087,251,4896,1692830921.0
82426239,15,723,1692830921.0
2913934,27,1920,1692830921.0
37207749,1734,11334,1692830921.0
64738928,1419,193816,1692830921.0
27292,2098,679487,1692830921.0
138165,145,1802,1692830921.0
76507853,115,16447,1692830921.0
11229,4764,633725,1692830969.0
77158779,26,16676,1692830969.0
6453451,2,5589,1692830969.0
1557324,584,18048,1692830969.0
23711468,21,104,1692830969.0
7119929,100,783,1692830969.0
2922575,494,53379,1692830969.0
5946486,39,1263,1692830969.0
10592585,99,111160,1692830969.0
11056,13096,1712132,1692830969.0
146857,68,931,1692830969.0
4787,13092,1304507,1692830969.0
2503130,1363,85972,1692830969.0
17986422,74,300,1692830969.0
6615723,342,26484,1692830969.0
2188226,97,4430,1692830969.0
33278075,33,10998,1692830969.0
11150218,227,14899,1692830969.0
9185109,9,5533,1692830969.0
1373835,983,4957,1692830969.0
71558134,4,7737,1692830969.0
33249838,13,6686,1692830969.0
90458394,0,35,1692831018.0
14628022,361,21417,1692831018.0
70560,693,15169,1692831018.0
2269862,63,35227,1692831018.0
89705972,4,101,1692831018.0
22208562,2173,63437,1692831018.0
44295,219,76140,1692831018.0
60577,82,7697,1692831018.0
750072,1471,157541,1692831018.0
157312,8782,339427,1692831018.0
76947396,17,6886,1692831018.0
4836891,7,187,1692831018.0
1851642,18,47402,1692831018.0
10841679,98,41200,1692831018.0
674355,896,18413,1692831018.0
162528,3146,224766,1692831018.0
1375518,72,2709,1692831018.0
91453518,0,21,1692831018.0
8117,2309,554384,1692831018.0
147091,170,24075,1692831018.0
33457223,226,3355,1692831018.0
260295,289,154531,1692831018.0
29012947,10633,1436882,1692831066.0
2855441,585,6117,1692831066.0
11229,4764,633727,1692831066.0
96355635,0,2,1692831066.0
11056,13096,1712137,1692831066.0
2539226,598,5983,1692831066.0
4674,17957,138192,1692831066.0
4674,17957,138192,1692831066.0
2684081,302,345170,1692831066.0
933942,344,17343,1692831066.0
166583,5804,84806,1692831066.0
47475,169,57107,1692831066.0
64853982,17,1491,1692831066.0
750072,1471,157541,1692831066.0
58289,313,7874,1692831066.0
8117,2309,554384,1692831066.0
496899,424,18526,1692831066.0
923162,104,70040,1692831066.0
16388,3023,436273,1692831066.0
2788204,377,82855,1692831066.0
18953334,2,36,1692831066.0
1344410,369,23909,1692831066.0
44095,64,17390,1692831114.0
26781,4926,108474,1692831114.0
11056,13096,1712140,1692831114.0
2727542,57,596,1692831114.0
928232,162,12286,1692831114.0
911461,551,92564,1692831114.0
11692984,164,87105,1692831114.0
58357,90,33150,1692831114.0
11056,13096,1712140,1692831114.0
18167344,95,16169,1692831114.0
17877112,235,8265,1692831114.0
14562893,3002,294517,1692831114.0
33278075,33,10998,1692831114.0
3678,18780,174891,1692831114.0
18476,2123,853667,1692831114.0
7791736,171,46056,1692831114.0
96153135,0,14,1692831114.0
146155,246,5415,1692831114.0
10407976,107,101392,1692831114.0
1681,32197,2609824,1692831114.0
81495477,13,848,1692831114.0
8967,5536,116942,1692831114.0
61400,532,10498,1692831164.0
14606618,64,59389,1692831164.0
2747538,443,7581,1692831164.0
137699,10,1814,1692831164.0
143338,52,5304,1692831164.0
223659,212,24598,1692831164.0
19073712,10,231,1692831164.0
1127732,222,42951,1692831164.0
164376,6541,304823,1692831164.0
107676,348,12224,1692831164.0
310140,2820,50615,1692831164.0
4828770,79,1058,1692831164.0
64863800,113,31527,1692831164.0
81886402,1690,31048,1692831164.0
10583513,104,72942,1692831164.0
11056,13096,1712141,1692831164.0
24791870,34,2687,1692831164.0
44295,219,76140,1692831164.0
15248569,15339,488157,1692831164.0
2279709,65,749,1692831164.0
211135,68,3951,1692831164.0
37697,865,8172,1692831213.0
65613712,18,1493,1692831213.0
2275518,49,10241,1692831213.0
2503130,1363,85972,1692831213.0
12618960,59,61469,1692831213.0
59226,1557,68003,1692831213.0
2739771,54,885,1692831213.0
2721914,1163,47203,1692831213.0
11506900,617,26688,1692831213.0
35475885,118,71949,1692831213.0
89555972,1,717,1692831213.0
5235,12457,2148015,1692831213.0
890145,1850,204545,1692831213.0
3560604,53,4877,1692831213.0
1633103,134,36525,1692831213.0
545751,142,100341,1692831213.0
5235,12457,2148015,1692831213.0
18976498,143,6819,1692831213.0
96157285,5,65,1692831213.0
10412396,216,10183,1692831213.0
33264,1501,40895,1692831213.0
13229222,58,15640,1692831213.0
80562303,4,92,1692831261.0
74702276,12,5282,1692831261.0
108488,902,8397,1692831261.0
1262,65967,2108791,1692831261.0
93198658,3,2371,1692831261.0
2615606,42,646,1692831261.0
42404250,3,263,1692831261.0
28053,13640,51153,1692831261.0
80298786,14,291,1692831261.0
593020,172,33763,1692831261.0
9070,10100,108772,1692831261.0
19161365,22,1019,1692831261.0
4363181,10,52,1692831261.0
7260,1200,196451,1692831261.0
39930,107,38959,1692831261.0
18102043,42554,78893,1692831261.0
166264,506,56941,1692831261.0
166572,27561,411580,1692831261.0
9667,4573,35306,1692831261.0
8847,3232,6576,1692831261.0
1359624,1200,46953,1692831261.0
1958316,525,131371,1692831310.0
23554,2322,16382,1692831310.0
2645,3773,94485,1692831310.0
10797668,1803,30300,1692831310.0
1550138,4816,260390,1692831310.0
1550138,4816,260390,1692831310.0
8117,2309,554385,1692831310.0
1417153,58,42851,1692831310.0
91447303,3172,526021,1692831310.0
36122695,947,34425,1692831310.0
4030966,167,4634,1692831310.0
164459,531,4074,1692831310.0
36179045,4,61,1692831310.0
67155308,8079,33580,1692831310.0
2058906,1034,156085,1692831310.0
75665756,54,8467,1692831310.0
1372291,42,17265,1692831310.0
79793496,6,758,1692831310.0
890145,1850,204546,1692831310.0
1681,32197,2609833,1692831310.0
766876,772,353077,1692831310.0
1264,3542,130902,1692831359.0
80298786,14,291,1692831359.0
165697,9852,319488,1692831359.0
4030966,167,4634,1692831359.0
45068,3293,49429,1692831359.0
3556,14157,537086,1692831359.0
3556,14157,537086,1692831359.0
32727,1004,22003,1692831359.0
612636,1617,11121,1692831359.0
32727,1004,22003,1692831359.0
9765,4221,40328,1692831359.0
9765,4221,40328,1692831359.0
21738,1299,36138,1692831359.0
10599076,297,94000,1692831359.0
4787,13092,1304521,1692831359.0
19534,1092,70614,1692831359.0
1247220,529,77334,1692831359.0
3730982,30,7827,1692831359.0
30490,1358,19730,1692831359.0
3476,10095,3374605,1692831359.0
11056,13096,1712152,1692831359.0
3612137,715,6029,1692831359.0
9814,950,49617,1692831407.0
1373835,983,4957,1692831407.0
98517686,0,1,1692831407.0
9415689,200,2117,1692831407.0
9217002,41,1447,1692831407.0
9415689,200,2117,1692831407.0
123034,417,7538,1692831407.0
89756734,0,25,1692831407.0
25012883,692,21498,1692831407.0
22026,4321,131419,1692831407.0
2474489,64,6223,1692831407.0
17560,7267,128469,1692831407.0
68791547,7,996,1692831407.0
1104359,80708,6681100,1692831407.0
11506900,617,26688,1692831407.0
14100,138,81514,1692831407.0
4097,11847,371984,1692831407.0
11229,4764,633736,1692831407.0
6575603,118,174663,1692831407.0
3966490,22,6158,1692831407.0
1742506,463,115983,1692831407.0
16200547,18,650,1692831407.0
1353,567835,13593150,1692831456.0
11056,13096,1712156,1692831456.0
2403625,219,55826,1692831456.0
1681,32197,2609837,1692831456.0
89687784,3,139,1692831456.0
18476,2123,853674,1692831456.0
79051283,5,223,1692831456.0
1093822,1152,6712,1692831456.0
3779159,69,71759,1692831456.0
5090924,180,1059,1692831456.0
35471087,251,4896,1692831456.0
736239,199,1095,1692831456.0
2124763,362,7664,1692831456.0
82293919,5,89,1692831456.0
7600398,129,17398,1692831456.0
86612946,11,317,1692831456.0
31346550,127,31106,1692831456.0
92939779,6,150,1692831456.0
6615723,342,26484,1692831456.0
1561600,22,1167,1692831456.0
1135366,583,5837,1692831456.0
34552,805,10565,1692831505.0
1756,234109,5294227,1692831505.0
9296626,5,559,1692831505.0
105046,28,1831,1692831505.0
72015472,27,5359,1692831505.0
64255553,57,2029,1692831505.0
26485848,83,11451,1692831505.0
10252405,54,888,1692831505.0
628427,201,3322,1692831505.0
388480,1235,118573,1692831505.0
2684081,302,345174,1692831505.0
2684081,302,345174,1692831505.0
766876,772,353078,1692831505.0
56502,492,12516,1692831505.0
10589520,154,7274,1692831505.0
2930550,84,7010,1692831505.0
95764072,0,23,1692831505.0
79500056,98,50234,1692831505.0
923162,104,70040,1692831505.0
96344069,2,40,1692831505.0
14373260,34,6204,1692831505.0
3117,4706,306676,1692831505.0
32336,177,18142,1692831557.0
64877765,70,27953,1692831557.0
1846629,304,6013,1692831557.0
3789747,182,53234,1692831557.0
34654317,31,70477,1692831557.0
18730955,486,96079,1692831557.0
8047188,77,18585,1692831557.0
18280200,3424,68800,1692831557.0
4674,17957,138192,1692831557.0
10545600,82,65120,1692831557.0
7175,1464,73490,1692831557.0
4674,17957,138192,1692831557.0
4674,17957,138192,1692831557.0
4674,17957,138192,1692831557.0
5235,12457,2148023,1692831557.0
13242175,413,107980,1692831557.0
5007,8931,70501,1692831557.0
359901,716,24023,1692831557.0
89902925,9,649,1692831557.0
32336,177,18142,1692831557.0
2934678,272,88273,1692831557.0
167027,4869,145162,1692831605.0
74063,250,11523,1692831605.0
49167855,100,4985,1692831605.0
61400,532,10498,1692831605.0
373568,361,215110,1692831605.0
917557,1314,48855,1692831605.0
16388,3023,436280,1692831605.0
1585669,72,3969,1692831605.0
17937,2577,515943,1692831605.0
464772,18,1503,1692831605.0
13229222,58,15642,1692831605.0
98383042,2,20,1692831605.0
467038,205,18118,1692831605.0
3789,55806,1297469,1692831605.0
12158,224,58505,1692831605.0
18476,2123,853675,1692831605.0
89684460,18,543,1692831605.0
18553707,340,7476,1692831605.0
27186573,17,37409,1692831605.0
2445,34885,333877,1692831605.0
16192,2840,11857,1692831605.0
3966490,22,6158,1692831659.0
1286891,695,75608,1692831659.0
247429,24,7988,1692831659.0
101320,141,24604,1692831659.0
1742506,463,115983,1692831659.0
3477320,60,23217,1692831659.0
1300885,146,8663,1692831659.0
11056,13096,1712167,1692831659.0
5323150,11,31442,1692831659.0
24299,6966,203915,1692831659.0
19266171,33,22380,1692831659.0
2269862,63,35227,1692831659.0
11229,4764,633739,1692831659.0
28865383,5,89,1692831659.0
18005595,60,7030,1692831659.0
56581630,221,2131,1692831659.0
89687784,3,139,1692831659.0
76254160,76,2511,1692831659.0
1877098,14,13483,1692831659.0
10267289,13,12684,1692831659.0
11354230,613,50236,1692831659.0
2348603,114,12131,1692831708.0
146155,246,5415,1692831708.0
24546,62,5989,1692831708.0
16388,3023,436281,1692831708.0
3507955,40,577,1692831708.0
5235,12457,2148027,1692831708.0
20415,1567,39904,1692831708.0
18214,589,91795,1692831708.0
2864539,9,5049,1692831708.0
750072,1471,157542,1692831708.0
13331595,580,125807,1692831708.0
1158192,107,17864,1692831708.0
19540,11563,42180,1692831708.0
25461,585,252562,1692831708.0
1468,113785,2844597,1692831708.0
550472,33,251,1692831708.0
2762306,6,1521,1692831708.0
33264,1501,40895,1692831708.0
6591488,332,11277,1692831708.0
11056,13096,1712170,1692831708.0
1267571,118,1085,1692831708.0
890145,1850,204546,1692831756.0
2913934,27,1920,1692831756.0
2779571,34,940,1692831756.0
365785,279,18990,1692831756.0
294125,443,30753,1692831756.0
1681,32197,2609854,1692831756.0
2158596,77,11499,1692831756.0
18581793,13,1074,1692831756.0
37557576,8,36595,1692831756.0
10213494,3914,250571,1692831756.0
26792,745,35821,1692831756.0
1613038,59,71219,1692831756.0
2010945,51,6387,1692831756.0
1681,32197,2609854,1692831756.0
933942,344,17343,1692831756.0
28354,2636,11270,1692831756.0
2502526,75,3576,1692831756.0
3476,10095,3374613,1692831756.0
1613038,59,71219,1692831756.0
10599076,297,94000,1692831756.0
1410268,54,1213,1692831756.0
9070,10100,108772,1692831756.0
9070,10100,108772,1692831805.0
67898464,1529,43465,1692831805.0
124391,8,27915,1692831805.0
166572,27561,411583,1692831805.0
166572,27561,411583,1692831805.0
166572,27561,411583,1692831805.0
40894,2045,246821,1692831805.0
33266486,3,109,1692831805.0
16388,3023,436282,1692831805.0
11208030,17,14613,1692831805.0
9201883,152,58592,1692831805.0
10797668,1803,30300,1692831805.0
10797668,1803,30300,1692831805.0
59929990,4,26,1692831805.0
5234457,122,73933,1692831805.0
2432001,264,2190,1692831805.0
71558134,4,7737,1692831805.0
80684099,18,2574,1692831805.0
131643,197,1540,1692831805.0
508963,4663,75107,1692831805.0
2936694,10614,376611,1692831805.0
750072,1471,157542,1692831854.0
11056,13096,1712173,1692831854.0
67155308,8079,33581,1692831854.0
316458,171,187696,1692831854.0
34902814,27225,99831,1692831854.0
35628203,46,5271,1692831854.0
4096566,23,484,1692831854.0
2468875,220,43984,1692831854.0
2058906,1034,156085,1692831854.0
5121,40876,344004,1692831854.0
11056,13096,1712173,1692831854.0
612636,1617,11121,1692831854.0
612636,1617,11121,1692831854.0
3476,10095,3374615,1692831854.0
3283052,6884,135940,1692831854.0
2058906,1034,156085,1692831854.0
40910,640,24420,1692831854.0
23067,1955,57607,1692831854.0
45068,3293,49433,1692831854.0
2058906,1034,156085,1692831854.0
64897202,68,628,1692831854.0
93709899,0,39,1692831902.0
5095714,105,840,1692831902.0
14580269,103,48298,1692831902.0
26792,745,35821,1692831902.0
8117,2309,554390,1692831902.0
94474,1929,84652,1692831902.0
10853673,115,35725,1692831902.0
27292,2098,679505,1692831902.0
827183,640,484725,1692831902.0
16388,3023,436282,1692831902.0
563407,283,1976,1692831902.0
28923,12235,184140,1692831902.0
2058906,1034,156085,1692831902.0
49151727,359,4340,1692831902.0
64738928,1419,193816,1692831902.0
14796450,42,4441,1692831902.0
71630337,279,5644,1692831902.0
231042,152,92852,1692831902.0
33278075,33,10998,1692831902.0
49151727,359,4340,1692831902.0
89805638,5,5420,1692831951.0
766876,772,353079,1692831951.0
12158,224,58505,1692831951.0
20508964,2,394,1692831951.0
3684,971,220300,1692831951.0
37207749,1734,11334,1692831951.0
337132,450,20817,1692831951.0
77153,349,4763,1692831951.0
72130268,2,24317,1692831951.0
74578,197,4471,1692831951.0
11056,13096,1712176,1692831951.0
13333,314,62904,1692831951.0
2985733,831,336580,1692831951.0
30498,8160,68217,1692831951.0
156470,273,49736,1692831951.0
10545600,82,65121,1692831951.0
5235,12457,2148030,1692831951.0
1068467,163,1322,1692831951.0
165464,4886,309490,1692831951.0
117882,54,12742,1692831951.0
590130,412,23463,1692831951.0
16388,3023,436282,1692831999.0
15250950,46,1213,1692831999.0
7962583,146,7361,1692831999.0
69348938,7,390,1692831999.0
2474662,1122,554254,1692831999.0
1681,32197,2609868,1692831999.0
1683442,327,119526,1692831999.0
163414,3727,92546,1692831999.0
80717274,13,117,1692831999.0
6453451,2,5589,1692831999.0
167557,4495,196466,1692831999.0
2736308,388,180436,1692831999.0
251028,4391,63363,1692831999.0
64853982,17,1491,1692831999.0
13473849,151,10980,1692831999.0
90396,745,97777,1692831999.0
5347434,91,4045,1692831999.0
2503130,1363,85973,1692831999.0
210064,137255,3184351,1692831999.0
96654609,0,0,1692832048.0
164376,6541,304825,1692832048.0
166340,9985,273661,1692832048.0
3789747,182,53234,1692832048.0
3885443,19,1252,1692832048.0
2503130,1363,85973,1692832048.0
26574100,34,10548,1692832048.0
69630806,5,429,1692832048.0
4674,17957,138192,1692832048.0
15221948,31,21268,1692832048.0
5508849,7,155,1692832048.0
61677,2818,392017,1692832048.0
2652,7815,42506,1692832048.0
18064207,25,309,1692832048.0
29848,501,34079,1692832048.0
86694680,1954,227744,1692832048.0
488281,638,303357,1692832048.0
2612230,3,912,1692832048.0
164376,6541,304825,1692832048.0
33002793,14,34,1692832048.0
2491385,135,3543,1692832048.0
16164204,14,11171,1692832096.0
452426,1552,21706,1692832096.0
4004283,24,98,1692832096.0
217273,474,35627,1692832096.0
44295,219,76142,1692832096.0
96334137,1,2,1692832096.0
154960,546,5938,1692832096.0
963615,362,6457,1692832096.0
1051720,259,6035,1692832096.0
75856748,27,4612,1692832096.0
8258,1397,19586,1692832096.0
6044,1954,350642,1692832096.0
53971,6140,58263,1692832096.0
966339,337,9406,1692832096.0
2747538,443,7581,1692832096.0
5018413,54,2462,1692832096.0
233779,110,15393,1692832096.0
4787,13092,1304541,1692832096.0
547691,10,12319,1692832096.0
10169823,75,5200,1692832145.0
14392959,54,23702,1692832145.0
2269862,63,35227,1692832145.0
10599076,297,94000,1692832145.0
50215,6858,291451,1692832145.0
9957,3163,31794,1692832145.0
89778349,249,1827,1692832145.0
2739771,54,885,1692832145.0
45410,186,6623,1692832145.0
61400,532,10499,1692832145.0
4837940,197,34339,1692832145.0
35548088,58,39930,1692832145.0
10599076,297,94000,1692832145.0
16775,476,38420,1692832145.0
33125878,118,35617,1692832145.0
29686,163,118140,1692832145.0
42723251,547,6936,1692832145.0
14377562,857,120801,1692832145.0
6602097,46,5307,1692832145.0
11056,13096,1712180,1692832145.0
2132939,399,4331,1692832145.0
48467,114,41214,1692832193.0
290493,354,4714,1692832193.0
16198955,297,4152,1692832193.0
2936694,10614,376611,1692832193.0
164376,6541,304825,1692832193.0
9428125,178,38771,1692832193.0
142571,357,34025,1692832193.0
2849719,476,12821,1692832193.0
10599076,297,94000,1692832193.0
2849719,476,12821,1692832193.0
33264,1501,40895,1692832193.0
90198358,576,31067,1692832193.0
90198358,576,31067,1692832193.0
2132152,217,2807,1692832193.0
163784,2141,25645,1692832193.0
31863,2299,56423,1692832193.0
33264,1501,40895,1692832193.0
25066691,129,29288,1692832193.0
25371,4932,35987,1692832193.0
6459955,4,13091,1692832193.0
28836,2677,19982,1692832193.0
70462933,18,1000,1692832242.0
4102645,130,1983,1692832242.0
78073891,11,1488,1692832242.0
5234457,122,73934,1692832242.0
1373835,983,4957,1692832242.0
7962472,9,70,1692832242.0
2466485,10,7629,1692832242.0
166572,27561,411587,1692832242.0
384676,438,32182,1692832242.0
79760947,166,25780,1692832242.0
11056,13096,1712183,1692832242.0
2689946,237,157287,1692832242.0
22803,2749,56324,1692832242.0
66252,437,115136,1692832242.0
4828,6087,208281,1692832242.0
34704,5413,27171,1692832242.0
9201883,152,58593,1692832242.0
9201883,152,58593,1692832242.0
1550138,4816,260393,1692832291.0
11056,13096,1712185,1692832291.0
72550126,5,292,1692832291.0
33874,3725,15755,1692832291.0
33874,3725,15755,1692832291.0
1264,3542,130902,1692832291.0
27292,2098,679511,1692832291.0
3542182,22,284,1692832291.0
67155308,8079,33582,1692832291.0
1305693,14,535,1692832291.0
18578562,12,23209,1692832291.0
1409798,347,133266,1692832291.0
34902814,27225,99831,1692832291.0
3556,14157,537089,1692832291.0
3556,14157,537089,1692832291.0
32727,1004,22002,1692832291.0
3997,18837,147859,1692832291.0
2058906,1034,156085,1692832291.0
1373835,983,4957,1692832291.0
9765,4221,40328,1692832291.0
40894,2045,246822,1692832291.0
408636,4303,44848,1692832342.0
46970,621,89343,1692832342.0
19534,1092,70613,1692832342.0
16589,4327,50031,1692832342.0
19534,1092,70613,1692832342.0
1264,3542,130902,1692832342.0
1681,32197,2609874,1692832342.0
2058906,1034,156085,1692832342.0
9415689,200,2117,1692832342.0
3476,10095,3374622,1692832342.0
71268819,40,35216,1692832342.0
12861,2946,37350,1692832342.0
18959240,69,812,1692832342.0
67823,488,20926,1692832342.0
10599076,297,94000,1692832342.0
28147205,114,6810,1692832342.0
5264,3255,38925,1692832342.0
74713745,567,8386,1692832342.0
89834148,21,168,1692832342.0
991068,128,7588,1692832391.0
321400,392,5336,1692832391.0
79383535,21144,1747128,1692832391.0
1938443,65,1427,1692832391.0
74081323,18,30213,1692832391.0
26574100,34,10548,1692832391.0
18937515,50,15658,1692832391.0
97900285,1,36,1692832391.0
91452,32,35445,1692832391.0
11229,4764,633750,1692832391.0
696485,2926,307554,1692832391.0
15230509,76,1566,1692832391.0
3269,58880,1487084,1692832391.0
307079,603,30542,1692832391.0
68174206,32,2259,1692832391.0
2983157,239,2244,1692832391.0
10594856,126,22436,1692832391.0
2932527,9,491,1692832391.0
16388,3023,436284,1692832391.0
15798900,460,50148,1692832391.0
1452948,441,77942,1692832391.0
8117,2309,554392,1692832439.0
2531104,238,115449,1692832439.0
16388,3023,436284,1692832439.0
1102416,751,31043,1692832439.0
10612451,37,13192,1692832439.0
1759010,97,43037,1692832439.0
1681,32197,2609883,1692832439.0
329384,69,3626,1692832439.0
2778062,247,2032,1692832439.0
69102842,10,1912,1692832439.0
10577525,57,5873,1692832439.0
64727602,53,4651,1692832439.0
1013451,384,3137,1692832439.0
3283052,6884,135940,1692832439.0
725927,362,3818,1692832439.0
65487140,1,100,1692832439.0
52462678,9,696,1692832439.0
19626,219,76596,1692832439.0
6615723,342,26485,1692832439.0
167027,4869,145162,1692832439.0
10071781,35,36439,1692832487.0
5007,8931,70501,1692832487.0
21784,188,108475,1692832487.0
1681,32197,2609883,1692832487.0
11056,13096,1712195,1692832487.0
740278,4879,65485,1692832487.0
17937,2577,515951,1692832487.0
18195925,10,448,1692832487.0
18472499,52,11108,1692832487.0
1614,35410,379184,1692832487.0
242230,712,95852,1692832487.0
17937,2577,515951,1692832487.0
75647,160,1424,1692832487.0
35475885,118,71957,1692832487.0
9325840,65,21294,1692832487.0
49167855,100,4985,1692832487.0
18164646,41,25308,1692832487.0
12033,1997,110771,1692832487.0
165464,4886,309493,1692832487.0
1548938,1358,153341,1692832487.0
9776895,6,48,1692832487.0
70289,804,6341,1692832537.0
35545456,278,7221,1692832537.0
4810440,8,1006,1692832537.0
75483,329,46150,1692832537.0
9423452,19,443,1692832537.0
11056,13096,1712197,1692832537.0
164331,3582,258687,1692832537.0
115116,951,99584,1692832537.0
96610751,6,16,1692832537.0
163259,8802,114818,1692832537.0
56872445,37,95,1692832537.0
4836891,7,187,1692832537.0
352051,203,1307,1692832537.0
4898,17468,597360,1692832537.0
90432851,4,221,1692832537.0
2788204,377,82857,1692832537.0
2737970,1136,8768,1692832537.0
890145,1850,204550,1692832537.0
268974,324,7249,1692832537.0
63757,494,5936,1692832537.0
47040,1927,297076,1692832585.0
38096675,16,353,1692832585.0
27725,1828,35671,1692832585.0
70603,70,33947,1692832585.0
24996751,23,3876,1692832585.0
23789,164799,1339525,1692832585.0
5354823,5,5071,1692832585.0
15756906,53,370,1692832585.0
2520146,38,257,1692832585.0
2691463,340,104766,1692832585.0
11056,13096,1712198,1692832585.0
1552579,848,19467,1692832585.0
1104359,80708,6681151,1692832585.0
2125658,923,15082,1692832585.0
5034,23060,971050,1692832585.0
4787,13092,1304553,1692832585.0
5005549,953,65644,1692832585.0
2612230,3,912,1692832585.0
16322,1262,27635,1692832585.0
2302703,10,82,1692832585.0
91458045,9,78,1692832585.0
10479,545,28103,1692832633.0
11056,13096,1712199,1692832633.0
2849719,476,12821,1692832633.0
76199326,2,40,1692832633.0
1158192,107,17865,1692832633.0
1805509,313,14525,1692832633.0
766876,772,353082,1692832633.0
108488,902,8397,1692832633.0
571440,54,25351,1692832633.0
1267571,118,1085,1692832633.0
11056,13096,1712199,1692832633.0
24987491,273,1422,1692832633.0
1267571,118,1085,1692832633.0
1681,32197,2609888,1692832633.0
1158192,107,17865,1692832633.0
35676539,181,1885,1692832633.0
242230,712,95852,1692832633.0
33264,1501,40895,1692832633.0
13071054,5,2728,1692832633.0
837188,180,5995,1692832633.0
8825493,164,1731,1692832682.0
27251427,5,129,1692832682.0
34704,5413,27171,1692832682.0
1791517,270,3748,1692832682.0
15078287,36,17849,1692832682.0
33264,1501,40895,1692832682.0
1943057,133,8686,1692832682.0
25461,585,252564,1692832682.0
890145,1850,204550,1692832682.0
10140364,36,46713,1692832682.0
9070,10100,108774,1692832682.0
1158192,107,17865,1692832682.0
11056,13096,1712200,1692832682.0
11229,4764,633751,1692832682.0
5236573,80,12690,1692832682.0
9901130,307,52588,1692832682.0
2474662,1122,554258,1692832682.0
166572,27561,411588,1692832682.0
166572,27561,411588,1692832682.0
366469,25,13660,1692832682.0
9667,4573,35306,1692832682.0
22803,2749,56325,1692832730.0
8847,3232,6576,1692832730.0
5235,12457,2148048,1692832730.0
3612137,715,6029,1692832730.0
3802195,10,11134,1692832730.0
5235,12457,2148048,1692832730.0
1550138,4816,260394,1692832730.0
13268908,1837,388270,1692832730.0
15236600,23,4583,1692832730.0
11174522,11169,267945,1692832730.0
77767313,29,133,1692832730.0
18878,1367,174737,1692832730.0
2985733,831,336585,1692832730.0
139301,106,8880,1692832730.0
3579155,475,7242,1692832730.0
11056,13096,1712204,1692832730.0
11229,4764,633751,1692832730.0
2691463,340,104766,1692832730.0
78741693,30,7029,1692832730.0
11170816,38,17200,1692832730.0
1042230,556,3723,1692832730.0
8454,6837,26853,1692832778.0
331509,202,50108,1692832778.0
2562128,657,83804,1692832778.0
1264,3542,130903,1692832778.0
210064,137255,3184371,1692832778.0
30086,14318,967425,1692832778.0
3556,14157,537089,1692832778.0
612636,1617,11121,1692832778.0
53252,3937,49696,1692832778.0
10681428,77,29199,1692832778.0
3557,2940,31534,1692832778.0
56833,1493,87027,1692832778.0
6381495,425,2542,1692832778.0
33242739,27534,3326613,1692832778.0
150419,345,14165,1692832778.0
1329647,115,7817,1692832778.0
2697764,111,3462,1692832778.0
12861,2946,37350,1692832778.0
30898,4420,103867,1692832778.0
31537981,22619,527730,1692832778.0
107021,280,56822,1692832827.0
8054664,26,270,1692832827.0
347466,282,103553,1692832827.0
10883,5621,42912,1692832827.0
5376471,33,6275,1692832827.0
